ID,Title,Authors,Source,Journal,Database,Type,Language,Publication year,Descriptor(s),Publication Country,Fulltext URL, Abstract,Entry Date,Volume number,Issue number,DOI,ISSN
"mdl-23414176","A randomised controlled trial of time limited CBT informed psychological therapy for anxiety in bipolar disorder.","Jones, Steven; McGrath, Elly; Hampshire, Kay; Owen, Rebecca; Riste, Lisa; Roberts, Chris; Davies, Linda; Mayes, Debbie","BMC Psychiatry;13: 54, 2013 Feb 15. ","BMC Psychiatry","MEDLINE","article","en","2013","Ansiedade/terapia; Transtorno Bipolar/terapia; Terapia Cognitivo-Comportamental/métodos; Ansiedade/complicações; Transtorno Bipolar/complicações; Terapia Cognitivo-Comportamental/economia; Análise Custo-Benefício; Humanos; Cooperação do Paciente/psicologia; Relações Médico-Paciente; Escalas de Graduação Psiquiátrica; Psicoterapia Breve/economia; Psicoterapia Breve/métodos; Qualidade de Vida/psicologia; Método Simples-Cego; Inquéritos e Questionários; Resultado do Tratamento","GB","https://dx.doi.org/10.1186/1471-244X-13-54","BACKGROUND: Anxiety comorbidity is common in bipolar disorder and is associated with worse treatment outcomes, greater risk of self harm, suicide and substance misuse. To date however there have been no psychological interventions specifically designed to address this problem. The primary objective of this trial is to establish the acceptability and feasibility of a new integrated intervention for anxiety in bipolar disorder designed in collaboration with individuals with personal experience of both problems. METHODS AND DESIGN: Single blind randomised controlled trials to assess the feasibility and acceptability of a time limited CBT informed psychological intervention for anxiety in bipolar disorder (AIBD) compared with treatment as usual. Participants will be recruited from across the North West of England from specialist mental health services and through primary care and self referral. The primary outcome of the study is the feasibility and acceptability of AIBD assessed by recruitment to target and retention to follow-up, as well as absence of untoward incidents associated with AIBD. We will also estimate the effect size of the impact of the intervention on anxiety and mood outcomes, as well as calculate preliminary estimates of cost-effectiveness and investigate potential mechanisms for this (stigma, self appraisal and stability of social rhythms). DISCUSSION: This is the first trial of an integrated intervention for anxiety in bipolar disorder. It is of interest to researchers involved in the development of new therapies for bipolar disorder as well as indicating the wider potential for evaluating approaches to the treatment of comorbidity in severe mental illness.",20130219,13,,10.1186/1471-244X-13-54,1471-244X
"mdl-23335473","Early interventions to prevent psychosis: systematic review and meta-analysis.","Stafford, Megan R; Jackson, Hannah; Mayo-Wilson, Evan; Morrison, Anthony P; Kendall, Tim","BMJ;346: f185, 2013 Jan 18. ","BMJ","MEDLINE","article","en","2013","Transtornos Psicóticos/prevenção &amp; controle; Antipsicóticos/uso terapêutico; Ensaios Clínicos como Assunto; Terapia Cognitivo-Comportamental; Terapia Combinada; Suplementos Nutricionais; Diagnóstico Precoce; Ácidos Graxos Ômega-3/uso terapêutico; Humanos; Transtornos Psicóticos/diagnóstico; Transtornos Psicóticos/psicologia; Transtornos Psicóticos/terapia; Fatores de Risco","GB","https://dx.doi.org/10.1136/bmj.f185","OBJECTIVE: To determine whether any psychological, pharmacological, or nutritional interventions can prevent or delay transition to psychotic disorders for people at high risk. DESIGN: Systematic review and meta-analysis. DATA SOURCES: Embase, Medline, PreMedline, PsycINFO, and CENTRAL were searched to November 2011 without restriction to publication status. REVIEW METHODS: Randomised trials comparing any psychological, pharmacological, nutritional, or combined intervention with usual services or another treatment. Studies of participants with a formal diagnosis of schizophrenia or bipolar disorder were excluded. Studies were assessed for bias, and relevant limitations were considered in summarising the results. RESULTS: 11 trials including 1246 participants and eight comparisons were included. Median sample size of included trials was 81 (range 51-288). Meta-analyses were performed for transition to psychosis, symptoms of psychosis, depression, and mania; quality of life; weight; and discontinuation of treatment. Evidence of moderate quality showed an effect for cognitive behavioural therapy on reducing transition to psychosis at 12 months (risk ratio 0.54 (95% confidence interval 0.34 to 0.86); risk difference -0.07 (-0.14 to -0.01). Very low quality evidence for omega-3 fatty acids and low to very low quality evidence for integrated psychotherapy also indicated that these interventions were associated with reductions in transition to psychosis at 12 months. CONCLUSIONS: Although evidence of benefits for any specific intervention is not conclusive, these findings suggest that it might be possible to delay or prevent transition to psychosis. Further research should be undertaken to establish conclusively the potential for benefit of psychological interventions in the treatment of people at high risk of psychosis.",20130122,346,,10.1136/bmj.f185,1756-1833
"mdl-23301947","Differential effects of depression and mania symptoms on social adjustment: prospective study in bipolar disorder.","Morriss, Richard; Yang, Min; Chopra, Arun; Bentall, Richard; Paykel, Eugene; Scott, Jan","Bipolar Disord;15(1): 80-91, 2013 Feb. ","Bipolar Disord","MEDLINE","article","en","2013","Transtorno Bipolar/complicações; Transtorno Bipolar/psicologia; Transtorno Depressivo/etiologia; Ajustamento Social; Adulto; Idoso; Transtorno Bipolar/reabilitação; Terapia Cognitivo-Comportamental; Estudos Transversais; Transtorno Depressivo/reabilitação; Feminino; Humanos; Relações Interpessoais; Estudos Longitudinais; Masculino; Pessoa de Meia-Idade; Escalas de Graduação Psiquiátrica; Estatística como Assunto; Fatores de Tempo; Adulto Jovem","DK","https://dx.doi.org/10.1111/bdi.12036","OBJECTIVES: Previous studies of social adjustment in bipolar disorder have been cross-sectional and small in sample size, have examined a limited number of roles, or were not controlled for baseline mood and other clinical, social, or treatment confounders. We aimed to prospectively explore the strength and stability of correlations between depression and mania-type symptoms and impairment in a broad range of social adjustment roles and domains. METHODS: Multilevel modeling analysis of correlation coefficients between depression and mania-type symptoms with roles and domains of the modified social adjustment scale (overall, work, social/leisure, extended family, marital, parental social adjustment roles, performance, interpersonal behavior, friction, dependency, overactivity domains) was used. Interview assessments were made at eight-week intervals beginning at eight weeks and continuing through 72 weeks after baseline in 253 patients in a multicenter randomized controlled trial. RESULTS: After controlling for baseline mood episodes, and other clinical, social, and treatment variables, depression symptoms showed strong and stable correlations over time with performance, overall social adjustment, and the work role; and a moderate but stable relationship with interpersonal behavior. The relationships of depression symptoms with the other roles were weak, non-significant, or not stable. For mania-type symptoms, only the correlation with interpersonal friction was moderately strong and reasonably stable over time. Mood episodes, substance use disorder, and borderline/antisocial personality disorder increased role impairment, while employment and marriage mildly decreased it. CONCLUSIONS: Depression and mania-type symptoms have specific effects on social adjustment in bipolar I disorder. Depression symptoms are correlated strongly with performance and moderately with interpersonal behavior, while mania-type symptoms are correlated moderately with interpersonal friction.",20130111,15,1,10.1111/bdi.12036,1399-5618
"mdl-22408115","Social isolation associated with depression: a case report of hikikomori.","Teo, Alan R","Int J Soc Psychiatry;59(4): 339-41, 2013 Jun. ","Int J Soc Psychiatry","MEDLINE","article","en","2013","Transtorno Bipolar/psicologia; Transtorno Bipolar/terapia; Terapia Cognitivo-Comportamental/métodos; Transtorno Depressivo Maior/psicologia; Transtorno Depressivo Maior/terapia; Isolamento Social/psicologia; Adulto; Transtorno Bipolar/complicações; Transtorno Depressivo Maior/complicações; Humanos; Entrevista Psicológica/métodos; Masculino; Psicometria; Resultado do Tratamento","GB","https://dx.doi.org/10.1177/0020764012437128","BACKGROUND: Social isolation is associated with significant morbidity and mortality. A severe form of social isolation or social withdrawal, called hikikomori in Japan, has been described, but controversy over the etiology and universality of the phenomenon remains. METHOD: Case report. RESULTS: Diagnostic assessment by structured clinical interview and psychometric tools revealed hikikomori and underlying bipolar disorder, in which the patient's social withdrawal occurred exclusively during major depressive episodes. The patient declined pharmacotherapy, but his hikikomori and depression went into remission after 25 sessions of cognitive behavioural therapy targeting his social isolation. CONCLUSIONS: This is the first reported case of hikikomori in the Americas. It illustrates the association between hikikomori and a mood disorder, and suggests the importance of international study of the prevalence and potential treatment strategies for severe social isolation.",20120313,59,4,10.1177/0020764012437128,1741-2854
"mdl-23221898","Assessment of cognitive impairments and seizure characteristics in electroconvulsive therapy with and without sodium valproate in manic patients.","Haghighi, Mohammad; Bajoghli, Hafez; Bigdelou, Gholamreza; Jahangard, Leila; Holsboer-Trachsler, Edith; Brand, Serge","Neuropsychobiology;67(1): 14-24, 2013. ","Neuropsychobiology","MEDLINE","article","en","2013","Anticonvulsivantes/uso terapêutico; Transtorno Bipolar/psicologia; Transtornos Cognitivos/tratamento farmacológico; Terapia Combinada/psicologia; Eletroconvulsoterapia/psicologia; Convulsões/fisiopatologia; Ácido Valproico/uso terapêutico; Adulto; Transtorno Bipolar/tratamento farmacológico; Transtorno Bipolar/terapia; Transtornos Cognitivos/complicações; Terapia Combinada/métodos; Método Duplo-Cego; Eletroconvulsoterapia/efeitos adversos; Eletroconvulsoterapia/métodos; Feminino; Humanos; Masculino; Testes Neuropsicológicos/estatística &amp; dados numéricos; Convulsões/tratamento farmacológico","CH","https://dx.doi.org/10.1159/000343490","OBJECTIVES: The aim of the present study was two-fold: (1) to compare, in a controlled double-blind quasi-randomized clinical trial, treatment improvements, treatment outcome, and cognitive impairments in patients suffering from current manic episodes, while treated with electroconvulsive therapy (ECT) with and without concurrent sodium valproate therapy, and (2) to compare ECT seizure characteristics in patients with and without concurrent sodium valproate therapy. METHODS: A total of 40 inpatients (mean age = 31.80 years, SD = 8.06; 75% males) suffering from bipolar disorders and currently in a manic state took part in the study. They were quasi-randomly assigned either to the target (continuation of sodium valproate administration) or to the control group (discontinuation of sodium valproate administration). All patients underwent bifrontal ECT for at least 6 sessions. Improvements and cognitive impairments were assessed, and seizure characteristics (duration, threshold) were also recorded. RESULTS: Manic episodes improved significantly over time, and irrespective of the group (target vs. control group). Cognitive impairments did not alter over time or between groups. Seizure duration did not change over time or between groups. Seizure threshold did not change over time, but was lower in the target than in the control group. CONCLUSIONS: Continuing the administration of sodium valproate neither adversely affects, nor enhances cognitive impairments or seizure duration, but reduces seizure threshold during ECT in patients suffering from manic episodes. Moreover, gender appeared to be more strongly associated with cognitive impairment and seizure activity than treatment approaches in these psychiatric conditions.",20121211,67,1,10.1159/000343490,1423-0224
"mdl-23223834","Current status of co-occurring mood and substance use disorders: a new therapeutic target.","Pettinati, Helen M; O'Brien, Charles P; Dundon, William D","Am J Psychiatry;170(1): 23-30, 2013 Jan. ","Am J Psychiatry","MEDLINE","article","en","2013","Alcoolismo/reabilitação; Transtornos do Humor/reabilitação; Psicotrópicos/uso terapêutico; Transtornos Relacionados ao Uso de Substâncias/reabilitação; Alcoolismo/diagnóstico; Alcoolismo/epidemiologia; Alcoolismo/psicologia; Antidepressivos/efeitos adversos; Antidepressivos/uso terapêutico; Antimaníacos/efeitos adversos; Antimaníacos/uso terapêutico; Antipsicóticos/efeitos adversos; Antipsicóticos/uso terapêutico; Transtorno Bipolar/diagnóstico; Transtorno Bipolar/epidemiologia; Transtorno Bipolar/psicologia; Transtorno Bipolar/reabilitação; Terapia Cognitivo-Comportamental; Terapia Combinada; Comorbidade; Ensaios Clínicos Controlados como Assunto; Transtorno Depressivo Maior/diagnóstico; Transtorno Depressivo Maior/epidemiologia; Transtorno Depressivo Maior/psicologia; Transtorno Depressivo Maior/reabilitação; Diagnóstico Duplo (Psiquiatria); Método Duplo-Cego; Quimioterapia Combinada; Humanos; Transtornos do Humor/diagnóstico; Transtornos do Humor/epidemiologia; Transtornos do Humor/psicologia; Naltrexona/efeitos adversos; Naltrexona/uso terapêutico; Antagonistas de Entorpecentes/efeitos adversos; Antagonistas de Entorpecentes/uso terapêutico; Psicotrópicos/efeitos adversos; Sertralina/efeitos adversos; Sertralina/uso terapêutico; Transtornos Relacionados ao Uso de Substâncias/diagnóstico; Transtornos Relacionados ao Uso de Substâncias/epidemiologia; Transtornos Relacionados ao Uso de Substâncias/psicologia","US","https://dx.doi.org/10.1176/appi.ajp.2012.12010112","Mood and substance use disorders commonly co-occur, yet there is little evidence-based research to guide the pharmacologic management of these comorbid disorders. The authors review the existing empirical findings, some of which may call into question current clinical pharmacotherapy practices for treating co-occurring mood and substance use disorders. The authors also highlight knowledge gaps that can serve as a basis for future research. The specific mood disorders reviewed are bipolar and major depressive disorders (either one co-occurring with a substance use disorder). Overall, findings from the relatively small amount of available data indicate that pharmacotherapy for managing mood symptoms can be effective in patients with substance dependence, although results have not been consistent across all studies. Also, in most studies, medications for managing mood symptoms did not appear to have an impact on the substance use disorder. In a recent trial for comorbid major depression and alcohol dependence, combination treatment with a medication for depression and another for alcohol dependence was found to reduce depressive symptoms and excessive drinking simultaneously. However, research has only begun to address optimal pharmacologic management of co-occurring disorders. In addition, current clinical treatment for alcohol and drug dependence often excludes new pharmacotherapies approved by the U.S. Food and Drug Administration for treating certain types of addiction. With new data becoming available, it appears that we need to revisit current practice in the pharmacological management of co-occurring mood and substance use disorders.",20121211,170,1,10.1176/appi.ajp.2012.12010112,1535-7228
"mdl-22935452","Persistence of cognitive impairment and its negative impact on psychosocial functioning in lithium-treated, euthymic bipolar patients: a 6-year follow-up study.","Mora, E; Portella, M J; Forcada, I; Vieta, E; Mur, M","Psychol Med;43(6): 1187-96, 2013 Jun. ","Psychol Med","MEDLINE","article","en","2013","Antimaníacos/uso terapêutico; Transtorno Bipolar/tratamento farmacológico; Transtornos Cognitivos/psicologia; Compostos de Lítio/uso terapêutico; Adulto; Atenção; Transtorno Bipolar/psicologia; Estudos de Casos e Controles; Emprego; Função Executiva; Feminino; Seguimentos; Humanos; Inibição Psicológica; Relações Interpessoais; Masculino; Memória; Pessoa de Meia-Idade; Testes Neuropsicológicos; Resultado do Tratamento","GB","https://dx.doi.org/10.1017/S0033291712001948","BACKGROUND: Previous cross-sectional studies report that cognitive impairment is associated with poor psychosocial functioning in euthymic bipolar patients. There is a lack of long-term studies to determine the course of cognitive impairment and its impact on functional outcome. Method A total of 54 subjects were assessed at baseline and 6 years later; 28 had DSM-IV TR bipolar I or II disorder (recruited, at baseline, from a Lithium Clinic Program) and 26 were healthy matched controls. They were all assessed with a cognitive battery tapping into the main cognitive domains (executive function, attention, processing speed, verbal memory and visual memory) twice over a 6-year follow-up period. All patients were euthymic (Hamilton Rating Scale for Depression score lower than 8 and Young mania rating scale score lower than 6) for at least 3 months before both evaluations. At the end of follow-up, psychosocial functioning was also evaluated by means of the Functioning Assessment Short Test. RESULTS: Repeated-measures multivariate analysis of covariance showed that there were main effects of group in the executive domain, in the inhibition domain, in the processing speed domain, and in the verbal memory domain (p<0.04). Among the clinical factors, only longer illness duration was significantly related to slow processing (p=0.01), whereas strong relationships were observed between impoverished cognition along time and poorer psychosocial functioning (p<0.05). CONCLUSIONS: Executive functioning, inhibition, processing speed and verbal memory were impaired in euthymic bipolar out-patients. Although cognitive deficits remained stable on average throughout the follow-up, they had enduring negative effects on psychosocial adaptation of patients.",20120901,43,6,10.1017/S0033291712001948,1469-8978
"mdl-22900964","Predictors of medication adherence in patients with schizophrenia and bipolar disorder.","Jónsdóttir, H; Opjordsmoen, S; Birkenaes, A B; Simonsen, C; Engh, J A; Ringen, P A; Vaskinn, A; Friis, S; Sundet, K; Andreassen, O A","Acta Psychiatr Scand;127(1): 23-33, 2013 Jan. ","Acta Psychiatr Scand","MEDLINE","article","en","2013","Antipsicóticos/uso terapêutico; Transtorno Bipolar/tratamento farmacológico; Adesão à Medicação/estatística &amp; dados numéricos; Esquizofrenia/tratamento farmacológico; Adulto; Transtornos Cognitivos/epidemiologia; Transtornos Cognitivos/etiologia; Estudos de Coortes; Estudos Transversais; Função Executiva; Feminino; Humanos; Testes de Inteligência/estatística &amp; dados numéricos; Masculino; Memória; Pessoa de Meia-Idade; Testes Neuropsicológicos/estatística &amp; dados numéricos; Noruega/epidemiologia; Transtornos Psicóticos/complicações; Transtornos Psicóticos/tratamento farmacológico; Fatores de Risco; Transtornos Relacionados ao Uso de Substâncias/epidemiologia; Aprendizagem Verbal; Adulto Jovem","US","https://dx.doi.org/10.1111/j.1600-0447.2012.01911.x","OBJECTIVE: To investigate potential risk factors for medication non-adherence in patients with schizophrenia and bipolar disorder. METHOD: A total of 255 patients underwent clinical assessments, neurocognitive testing and blood sampling. The patients were divided into groups of 'No', 'Partial' or 'Full' adherence. Relationships to different risk factors were analyzed. RESULTS: In schizophrenia, use of illicit substances, alcohol and poor insight were related to worse adherence. Schizophrenia patients with No adherence did better on tests of executive functioning, verbal learning and memory and had higher IQ than patients with better adherence. There were higher levels of autonomic side effects in the non-adherence group, but body mass index was lower in the Partial adherence group than in the Full adherence group. In the bipolar disorder patients, there was an association between the use of illicit substances and alcohol and poor adherence. We found no relationship between adherence behavior and neurocognition in the bipolar disorder group. CONCLUSION: Substance use is an important risk factor for non-adherence in patients with schizophrenia and bipolar disorder. Poor insight is also a risk factor in schizophrenia. The results suggest that cognitive dysfunction is not a risk factor for non-adherence in these diagnostic groups.",20120821,127,1,10.1111/j.1600-0447.2012.01911.x,1600-0447
"mdl-22903779","New approaches in the treatment of bipolar depression.","Saunders, Kate E A; Goodwin, G M","Curr Top Behav Neurosci;14: 291-307, 2013. ","Curr Top Behav Neurosci","MEDLINE","article","en","2013","Transtorno Bipolar/terapia; Anticonvulsivantes/uso terapêutico; Antidepressivos/uso terapêutico; Antipsicóticos/uso terapêutico; Terapia Cognitivo-Comportamental; Humanos","DE","https://dx.doi.org/10.1007/7854_2012_209","Patients with bipolar disorder more frequently suffer from depression than from mania. Indeed depressive symptomatology represents the majority of the illness burden experienced by bipolar patients and is also associated with elevated suicide risk. The treatment of bipolar depression differs from that of recurrent major depression in that the efficacy of conventional antidepressant drugs is not well-established. Some evidence-based treatments for bipolar depression are available and include the anticonvulsant drug, lamotrigine, and the atypical antipsychotic, quetiapine. Lithium also has some benefits in the prevention of depression and its use is associated with a significant reduction in suicidal behaviour. Several other treatments are in clinical development including dopamine agonists, glutamatergic modulating drugs and antioxidants. The role of these interventions in management is uncertain. The clinical uncertainties in the pharmacological treatment of bipolar depression mean that treatment has to be individualised and empirical; there is also an important role for psychological therapies, which again need to be tailored to suit the needs of the individual patient and their family.",20120821,14,,10.1007/7854_2012_209,1866-3370
"mdl-22858264","A randomized, controlled, pilot study of dialectical behavior therapy skills in a psychoeducational group for individuals with bipolar disorder.","Van Dijk, Sheri; Jeffrey, Janet; Katz, Mark R","J Affect Disord;145(3): 386-93, 2013 Mar 05. ","J Affect Disord","MEDLINE","article","en","2013","Terapia Comportamental/métodos; Transtorno Bipolar/terapia; Educação de Pacientes como Assunto/métodos; Psicoterapia de Grupo/métodos; Adulto; Transtorno Bipolar/psicologia; Estudos de Viabilidade; Feminino; Humanos; Masculino; Pessoa de Meia-Idade; Projetos Piloto; Escalas de Graduação Psiquiátrica; Autoeficácia; Resultado do Tratamento","NL","https://dx.doi.org/10.1016/j.jad.2012.05.054","BACKGROUND: Bipolar disorder (BD) is a chronic and disabling psychiatric disorder characterized by recurrent episodes of mania/hypomania and depression. Dialectical behavior therapy (DBT) techniques have been shown to effectively treat borderline personality disorder, a condition also marked by prominent affective disturbances. The utility of DBT techniques in treating BD has been largely unexplored. The purpose of this research was to conduct a pilot study of a DBT-based psychoeducational group (BDG) in treating euthymic, depressed, or hypomanic Bipolar I or II patients. METHODS: In this experiment, 26 adults with bipolar I or II were randomized to intervention or wait-list control groups and completed the Beck depression inventory II, mindfulness-based self-efficacy scale, and affective control scale at baseline and 12 weeks. The BDG intervention consisted of 12 weekly 90-min sessions which taught DBT skills, mindfulness techniques, and general BD psychoeducation. RESULTS: Using RM-ANOVA, subjects in BDG demonstrated a trend toward reduced depressive symptoms, and significant improvement in several MSES subscales indicating greater mindful awareness, and less fear toward and more control of emotional states (ACS). These findings were supported with a larger sample of patients who completed the BDG. Furthermore, group attendees had reduced emergency room visits and mental health related admissions in the six months following BDG. LIMITATIONS: The small sample size in RCT affects power to detect between group differences. How well improvements after the12-week BDG were maintained is unknown. CONCLUSIONS: There is preliminary evidence that DBT skills reduce depressive symptoms, improve affective control, and improve mindfulness self-efficacy in BD. Its application warrants further evaluation in larger studies.",20120804,145,3,10.1016/j.jad.2012.05.054,1573-2517
"mdl-23237021","Promoting homework adherence in cognitive-behavioral therapy for adolescent depression.","Jungbluth, Nathaniel J; Shirk, Stephen R","J Clin Child Adolesc Psychol;42(4): 545-53, 2013. ","J Clin Child Adolesc Psychol","MEDLINE","article","en","2013","Terapia Cognitivo-Comportamental; Transtorno Depressivo/terapia; Relações Profissional-Paciente; Estudantes/psicologia; Logro; Adolescente; Transtorno Depressivo/psicologia; Feminino; Humanos; Masculino; Estudos Prospectivos; Resultado do Tratamento","GB","https://dx.doi.org/10.1080/15374416.2012.743105","This study used prospective, observational methods to evaluate six features of therapist behavior as predictors of homework adherence in cognitive-behavioral therapy for adolescent depression, with the goal of identifying therapist strategies with the potential to improve adolescent adherence. Therapist behaviors were expected to interact with initial levels of client resistance or adherence to predict subsequent homework completion. Participants were 50 referred adolescents (33 female, 54% ethnic minority) ages 14 to 18 (M = 15.9) meeting diagnostic criteria for a depressive disorder, and without comorbid psychotic disorder, bipolar disorder, autism spectrum disorder, intellectual disability, or concurrent treatments. Therapist homework-related behaviors were coded from audiotapes of Sessions 1 and 2 and used to predict adolescents' homework adherence, coded from audiotapes of Sessions 2 and 3. Several therapist behaviors were predictive of subsequent homework adherence, particularly for initially resistant or nonadherent adolescents. Stronger homework rationale and greater time allocated to explaining homework in Session 1 predicted greater adherence at Session 2, particularly for initially resistant adolescents. Stronger rationale and eliciting reactions/troubleshooting obstacles in Session 2 predicted greater adherence at Session 3, particularly for adolescents who were less adherent to prior homework. Strategies such as providing a strong rationale, allocating more time to assigning homework, and eliciting reactions/troubleshooting obstacles may be effective ways to bolster homework adherence among initially less engaged, depressed teens.",20121215,42,4,10.1080/15374416.2012.743105,1537-4424
"mdl-23246364","The impact of childhood trauma on cognitive functioning in patients recently recovered from a first manic episode: data from the Systematic Treatment Optimization Program for Early Mania (STOP-EM).","Bücker, J; Kozicky, J; Torres, I J; Kauer-Sant'anna, M; Silveira, L E; Bond, D J; Lam, R W; Yatham, L N","J Affect Disord;148(2-3): 424-30, 2013 Jun. ","J Affect Disord","MEDLINE","article","en","2013","Sobreviventes Adultos de Maus-Tratos Infantis/psicologia; Transtorno Bipolar/fisiopatologia; Cognição/fisiologia; Adulto; Sobreviventes Adultos de Maus-Tratos Infantis/estatística &amp; dados numéricos; Transtorno Bipolar/terapia; Estudos de Casos e Controles; Feminino; Humanos; Masculino; Testes Neuropsicológicos; Inquéritos e Questionários; Adulto Jovem","NL","https://dx.doi.org/10.1016/j.jad.2012.11.022","BACKGROUND: Both bipolar disorder (BD) and childhood trauma are associated with cognitive impairment. People with BD have high rates of childhood trauma, which confer greater overall disease severity, but, it is unknown if childhood trauma is associated with greater neurocognitive impairment in BD patients early in the course of their illnesses. In this study, we investigated the impact of childhood trauma on specific cognitive dysfunction in patients who recently recovered from their first episode of mania. METHODS: Data were available for 64 patients and 28 healthy subjects matched by age, gender and pre-morbid IQ, recruited from a large university medical center. History of childhood trauma was measured using the Childhood Trauma Questionnaire. Cognitive function was assessed through a comprehensive neuropsychological test battery. RESULTS: Trauma was associated with poorer cognitive performance in patients on cognitive measures of IQ, auditory attention and verbal and working memory, and a different pattern was observed in healthy subjects. LIMITATIONS: We had a modest sample size, particularly in the group of healthy subjects with trauma. CONCLUSIONS: Childhood trauma was associated with poorer cognition in BD patients who recently recovered from a first episode of mania compared to healthy subjects. The results require replication, but suggest that the co-occurrence of trauma and bipolar disorder can affect those cognitive areas that are already more susceptible in patients with BD.",20121219,148,2-3,10.1016/j.jad.2012.11.022,1573-2517
"mdl-23216045","A randomized controlled trial of mindfulness-based cognitive therapy for bipolar disorder.","Perich, T; Manicavasagar, V; Mitchell, P B; Ball, J R; Hadzi-Pavlovic, D","Acta Psychiatr Scand;127(5): 333-43, 2013 May. ","Acta Psychiatr Scand","MEDLINE","article","en","2013","Transtorno Bipolar/terapia; Terapia Cognitivo-Comportamental/métodos; Meditação/métodos; Adulto; Ansiedade/terapia; Transtorno Bipolar/psicologia; Feminino; Humanos; Masculino; Cooperação do Paciente; Escalas de Graduação Psiquiátrica; Prevenção Secundária","US","https://dx.doi.org/10.1111/acps.12033","OBJECTIVE: To compare the efficacy of mindfulness-based cognitive therapy (MBCT) plus treatment as usual (TAU) to TAU alone for patients with bipolar disorder over a 12-month follow-up period. METHOD: Participants with a DSM-IV diagnosis of bipolar disorder were randomly allocated to either MBCT plus TAU or TAU alone. Primary outcome measures were time to recurrence of a DSM-IV major depressive, hypomanic or manic episode; the Montgomery-Åsberg Depression Rating Scale (MADRS); and Young Mania Rating Scale (YMRS). Secondary outcome measures were number of recurrences, the Depression Anxiety Stress Scales (DASS), and the State Trait Anxiety Inventory (STAI). RESULTS: Ninety-five participants with bipolar disorder were recruited to the study (MBCT = 48; TAU = 47). Intention-to-treat (ITT) analysis found no significant differences between the groups on either time to first recurrence of a mood episode or total number of recurrences over the 12-month period. Furthermore, there were no significant between-group differences on the MADRS or YMRS scales. A significant between-group difference was found in STAI - state anxiety scores. There was a significant treatment by time interaction for the DAS - achievement subscale. CONCLUSION: While MBCT did not lead to significant reductions in time to depressive or hypo/manic relapse, total number of episodes, or mood symptom severity at 12-month follow-up, there was some evidence for an effect on anxiety symptoms. This finding suggests a potential role of MBCT in reducing anxiety comorbid with bipolar disorder.",20121211,127,5,10.1111/acps.12033,1600-0447
"lil-687951","Irritability in children and adolescents: past concepts, current debates, and future opportunities","Krieger, Fernanda Valle; Leibenluft, Ellen; Stringaris, Argyris; Polanczyk, Guilherme V.","Rev. bras. psiquiatr;35(supl.1): S32-S39, 2013. tab, graf","Rev. bras. psiquiatr","LILACS","article","en","2013","Adolescente; Criança; Humanos; Transtornos de Deficit da Atenção e do Comportamento Disruptivo/diagnóstico; Transtorno Bipolar/diagnóstico; Humor Irritável; Transtornos do Humor/diagnóstico; Ira; Transtornos de Deficit da Atenção e do Comportamento Disruptivo/terapia; Transtorno Bipolar/terapia; Diagnóstico Diferencial; Manual Diagnóstico e Estatístico de Transtornos Mentais; Humor Irritável/efeitos dos fármacos; Transtornos do Humor/terapia; Escalas de Graduação Psiquiátrica","","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462013000500005","Irritability is defined as a low threshold to experience anger in response to frustration. It is one of the most common symptoms in youth and is part of the clinical presentation of several disorders. Irritability can present early in life and is a predictor of long-term psychopathology; yet, the diagnostic status of irritability is a matter of intense debate. In the present article, we address two main components of the debate regarding irritability in youth: the misdiagnosis of chronic irritability as pediatric bipolar disorder, and the proposal of a new diagnosis in the DSM-5, disruptive mood dysregulation disorder, whose defining symptoms are chronic irritability and temper outbursts.",20131010,35,supl.1,10.1590/S1516-44462013000500005,1516-4446
"ibc-186129","Síndrome de disregulación emocional: una nueva entidad diagnóstica. A propósito de un caso/ Disruptive mood dysregulation disorder: a new disease. A case report","Rodríguez Quiroga, Alberto; Pelaz Antolín, Antonio","Rev. psiquiatr. infanto-juv;30(4): 44-48, 2013.","Rev. psiquiatr. infanto-juv","IBECS","article","es","2013","Humanos; Masculino; Criança; Sintomas Afetivos/diagnóstico; Transtorno Bipolar/diagnóstico; Ácido Valproico/uso terapêutico; Terapia Cognitivo-Comportamental/métodos; Estresse Psicológico/diagnóstico; Transtornos de Deficit da Atenção e do Comportamento Disruptivo/diagnóstico; Agitação Psicomotora/diagnóstico","","http://aepnya.eu/index.php/revistaaepnya/article/view/248/226","La disregulación emocional es un término utilizado para referirse a una respuesta emocional pobremente modulada y que no entra dentro de los rasgos convencionalmente aceptados para las mismas. El síndrome de disregulación emocional aparece como forma de encuadrar a niños con episodios de irritabilidad cuyos síntomas no encajan con el diagnóstico de trastorno bipolar. Su aparición en la infancia se relaciona con trastornos de ansiedad y con depresión unipolar en la edad adulta y se caracteriza, fundamentalmente por la presencia de rabietas o pataletas graves y recurrentes como respuesta a estresores comunes. El tratamiento de elección es la terapia cognitivo conductual, constituyendo la diana terapéutica los pensamientos repetitivos. Presentamos un caso clínico ilustrativo de dicho síndrome, en el que un paciente varón de once años tiene frecuentes episodios de rabietas. Tras instauración de tratamiento con valproato y técnicas cognitivo conductuales, presenta importante mejora del cuadro",20191004,30,4,,1130-9512
