Index,Title,Authors,DOI,Base
166,What are People's Experiences of a Novel Cognitive Behavioural Therapy for Bipolar Disorders? A Qualitative Investigation with Participants on the TEAMS Trial.,"Joyce, Emmeline; Tai, Sara; Gebbia, Piersanti; Mansell, Warren",10.1002/cpp.2040,bvs
167,Cognitive Analytic Therapy for Bipolar Disorder: A Pilot Randomized Controlled Trial.,"Evans, Mark; Kellett, Stephen; Heyland, Simon; Hall, Jo; Majid, Shazmin",10.1002/cpp.2065,bvs
168,Lithium and cognition in those with bipolar disorder.,"Paterson, Amelia; Parker, Gordon",10.1097/YIC.0000000000000152,bvs
169,"Cognitive effects of creatine monohydrate adjunctive therapy in patients with bipolar depression: Results from a randomized, double-blind, placebo-controlled trial.","Toniolo, Ricardo Alexandre; Fernandes, Francy de Brito Ferreira; Silva, Michelle; Dias, Rodrigo da Silva; Lafer, Beny",10.1016/j.jad.2016.11.029,bvs
170,Maintenance pharmacotherapy normalizes the relapse curve in recently abstinent tobacco smokers with schizophrenia and bipolar disorder.,"Evins, A Eden; Hoeppner, Susanne S; Schoenfeld, David A; Hoeppner, Bettina B; Cather, Corinne; Pachas, Gladys N; Cieslak, Kristina M; Maravic, Melissa Culhane",10.1016/j.schres.2016.11.018,bvs
171,Effects of childhood trauma on working memory in affective and non-affective psychotic disorders.,"Quidé, Yann; O'Reilly, Nicole; Rowland, Jesseca E; Carr, Vaughan J; Elzinga, Bernet M; Green, Melissa J",10.1007/s11682-016-9548-z,bvs
172,The correlation between plasma brain-derived neurotrophic factor and cognitive function in bipolar disorder is modulated by the BDNF Val66Met polymorphism.,"Lee, Sheng-Yu; Wang, Tzu-Yun; Chen, Shiou-Lan; Chang, Yun-Hsuan; Chen, Po-See; Huang, San-Yuan; Tzeng, Nian-Sheng; Wang, Liang-Jen; Lee, I Hui; Chen, Kao Chin; Yang, Yen Kuang; Yang, Yi-Hsin; Lu, Ru-Band; Chen, Cheng-Sheng",10.1038/srep37950,bvs
173,Exercising control over bipolar disorder.,"Malhi, Gin S; Byrow, Yulisha",10.1136/eb-2016-102430,bvs
174,A preliminary longitudinal study on the cognitive and functional outcome of bipolar excellent lithium responders.,"Mora, E; Portella, M J; Forcada, I; Vieta, E; Mur, M",10.1016/j.comppsych.2016.07.008,bvs
175,Mediators in the randomized trial of Child- and Family-Focused Cognitive-Behavioral Therapy for pediatric bipolar disorder.,"MacPherson, Heather A; Weinstein, Sally M; Henry, David B; West, Amy E",10.1016/j.brat.2016.08.014,bvs
176,Evidence-Based Psychotherapies and Nutritional Interventions for Children With Bipolar Spectrum Disorders and Their Families.,"Fristad, Mary A",10.4088/JCP.15017su1c.04,bvs
177,Evidence-Based Family Interventions for Adolescents and Young Adults With Bipolar Disorder.,"Miklowitz, David J",10.4088/JCP.15017su1c.05,bvs
178,Outcome of cognitive-behavioral therapy for relatives of people with severe mental disorders/ Resultados de la terapia cognitivo-conductual para familiares de personas con trastorno mental severo,"Polo-López, Rocío; Salaberria, Karmele; Cruz-Sáez, María Soledad; Echeburua, Enrique",10.7334/psicothema2015.172,bvs
179,Levels of mania and cognitive performance two years after ECT in patients with bipolar I disorder - results from a follow-up study.,"Haghighi, Mohammad; Barikani, Reza; Jahangard, Leila; Ahmadpanah, Mohammad; Bajoghli, Hafez; Sadeghi Bahmani, Dena; Holsboer-Trachsler, Edith; Brand, Serge",10.1016/j.comppsych.2016.05.009,bvs
180,Psychoeducational and Cognitive Behavioral Treatment Programs: Implementation and Evaluation From 1995 to 2015 in Kraepelin's Former Hospital.,"Schaub, Annette; Hippius, Hanns; Möller, Hans-Jürgen; Falkai, Peter",10.1093/schbul/sbw057,bvs
181,"Cost and Outcome of Behavioural Activation versus Cognitive Behavioural Therapy for Depression (COBRA): a randomised, controlled, non-inferiority trial.","Richards, David A; Ekers, David; McMillan, Dean; Taylor, Rod S; Byford, Sarah; Warren, Fiona C; Barrett, Barbara; Farrand, Paul A; Gilbody, Simon; Kuyken, Willem; O'Mahen, Heather; Watkins, Ed R; Wright, Kim A; Hollon, Steven D; Reed, Nigel; Rhodes, Shelley; Fletcher, Emily; Finning, Katie",10.1016/S0140-6736(16)31140-0,bvs
182,Outcome of cognitive-behavioral therapy for relatives of people with severe mental disorders.,"Polo-López, Rocío; Salaberria, Karmele; Cruz-Sáez, María S; Echeburua, Enrique",10.7334/psicothema2015.172,bvs
183,The effect of erythropoietin on cognition in affective disorders - Associations with baseline deficits and change in subjective cognitive complaints.,"Ott, Caroline Vintergaard; Vinberg, Maj; Kessing, Lars V; Miskowiak, Kamilla W",10.1016/j.euroneuro.2016.05.009,bvs
184,"[Impression Formation in the Diagnosis and Treatment of Mental Disorders]./ Der allgemeine Eindruck (Impression Formation)"" in der Diagnostik und Therapie psychischer Störungen.""","Linden, Michael; Dymke, Tina; Hüttner, Susanne; Schnaubelt, Sabine",10.1055/s-0042-101414,bvs
185,The long-term outcomes of an effectiveness trial of group versus individual psychoeducation for bipolar disorders.,"Kallestad, Håvard; Wullum, Elin; Scott, Jan; Stiles, Tore C; Morken, Gunnar",10.1016/j.jad.2016.05.043,bvs
186,Empirically supported psychosocial interventions for bipolar disorder: Current state of the research.,"Salcedo, Stephanie; Gold, Alexandra K; Sheikh, Sana; Marcus, Peter H; Nierenberg, Andrew A; Deckersbach, Thilo; Sylvia, Louisa G",10.1016/j.jad.2016.05.018,bvs
187,Adjunctive Behavioral Activation for the Treatment of Bipolar Depression: A Proof of Concept Trial.,"Weinstock, Lauren M; Melvin, Caitlin; Munroe, Mary K; Miller, Ivan W",10.1097/PRA.0000000000000142,bvs
188,Electrophysiological correlates of bilateral and unilateral repetitive transcranial magnetic stimulation in patients with bipolar depression.,"Kazemi, Reza; Rostami, Reza; Khomami, Sanaz; Horacek, Jiri; Brunovsky, Martin; Novak, Tomas; Fitzgerald, Paul B",10.1016/j.psychres.2016.04.061,bvs
189,Effectiveness of cognitive behavioral therapy in treating bipolar disorder: An updated meta-analysis with randomized controlled trials.,"Ye, Bi-Yu; Jiang, Ze-Yu; Li, Xuan; Cao, Bo; Cao, Li-Ping; Lin, Yin; Xu, Gui-Yun; Miao, Guo-Dong",10.1111/pcn.12399,bvs
190,Acute risk factors for suicide attempts and death: prospective findings from the STEP-BD study.,"Ballard, Elizabeth D; Vande Voort, Jennifer L; Luckenbaugh, David A; Machado-Vieira, Rodrigo; Tohen, Mauricio; Zarate, Carlos A",10.1111/bdi.12397,bvs
191,Determinants of subjective well-being in people with psychosis referred for psychological therapy in South London.,"Broyd, Annabel; Jolley, Suzanne; Johns, Louise",10.1111/bjc.12112,bvs
192,Psychosocial treatments in bipolar disorder.,"Jauhar, Sameer; McKenna, Peter J; Laws, Keith R",10.1016/S2215-0366(16)00100-0,bvs
193,Interaction between COMT rs5993883 and second generation antipsychotics is linked to decreases in verbal cognition and cognitive control in bipolar disorder.,"Flowers, Stephanie A; Ryan, Kelly A; Lai, Zongshan; McInnis, Melvin G; Ellingrod, Vicki L",10.1186/s40359-016-0118-3,bvs
194,The Lithium Battery: assessing the neurocognitive profile of lithium in bipolar disorder.,"Malhi, Gin S; McAulay, Claire; Gershon, Samuel; Gessler, Danielle; Fritz, Kristina; Das, Pritha; Outhred, Tim",10.1111/bdi.12375,bvs
195,The management of bipolar disorder.,"Saunders, Kate E A; Geddes, John R",10.12968/hmed.2016.77.3.175,bvs
196,Feasibility randomised controlled trial of Recovery-focused Cognitive Behavioural Therapy for Older Adults with bipolar disorder (RfCBT-OA): study protocol.,"Tyler, Elizabeth; Lobban, Fiona; Sutton, Chris; Depp, Colin; Johnson, Sheri; Laidlaw, Ken; Jones, Steven H",10.1136/bmjopen-2015-010590,bvs
197,Psychological interventions for adults with bipolar disorder: systematic review and meta-analysis.,"Oud, Matthijs; Mayo-Wilson, Evan; Braidwood, Ruth; Schulte, Peter; Jones, Steven H; Morriss, Richard; Kupka, Ralph; Cuijpers, Pim; Kendall, Tim",10.1192/bjp.bp.114.157123,bvs
198,Cognitive remediation versus active computer control in bipolar disorder with psychosis: study protocol for a randomized controlled trial.,"Lewandowski, Kathryn Eve; Sperry, Sarah H; Ongur, Dost; Cohen, Bruce M; Norris, Lesley A; Keshavan, Matcheri S",10.1186/s13063-016-1275-7,bvs
199,"Oxford Lithium Trial (OxLith) of the early affective, cognitive, neural and biochemical effects of lithium carbonate in bipolar disorder: study protocol for a randomised controlled trial.","Saunders, Kate E A; Cipriani, Andrea; Rendell, Jennifer; Attenburrow, Mary-Jane; Nelissen, Natalie; Bilderbeck, Amy C; Vasudevan, Sridhar R; Churchill, Grant; Goodwin, Guy M; Nobre, Anna C; Harmer, Catherine J; Harrison, Paul J; Geddes, John R",10.1186/s13063-016-1230-7,bvs
200,History of psychosis and previous episodes as potential explanatory factors for neurocognitive impairment in first-treatment bipolar I disorder.,"Demmo, Christine; Lagerberg, Trine Vik; Aminoff, Sofie R; Hellvin, Tone; Kvitland, Levi R; Simonsen, Carmen; Andreassen, Ole A; Melle, Ingrid; Ueland, Torill",10.1111/bdi.12377,bvs
201,Comparative analysis of affective temperament in patients with difficult-to-treat and easy-to-treat major depression and bipolar disorder: Possible application in clinical settings.,"Takeshima, Minoru; Oka, Takashi",10.1016/j.comppsych.2016.01.001,bvs
202,Clinical correlates of sustained response to individual drugs used in naturalistic treatment of patients with bipolar disorder.,"Post, Robert M; Leverich, Gabriele S; Kupka, Ralph; Keck, Paul E; McElroy, Susan L; Altshuler, Lori L; Frye, Mark A; Rowe, Michael; Grunze, Heinz; Suppes, Trisha; Nolen, Willem A",10.1016/j.comppsych.2016.01.009,bvs
203,Psychotherapeutic Treatment of Bipolar Depression.,"McMahon, Kibby; Herr, Nathaniel R; Zerubavel, Noga; Hoertel, Nicolas; Neacsiu, Andrada D",10.1016/j.psc.2015.09.005,bvs
204,Understanding migraine and psychiatric comorbidity.,"Seng, Elizabeth K; Seng, Cynthia D",10.1097/WCO.0000000000000309,bvs
205,Low compliance to pharmacological treatment is linked to cognitive impairment in euthymic phase of bipolar disorder.,"Fuentes, Ileana; Rizo-Méndez, Alfredo; Jarne-Esparcia, Adolfo",10.1016/j.jad.2016.02.005,bvs
206,Interventions for comorbid problem gambling and psychiatric disorders: Advancing a developing field of research.,"Dowling, N A; Merkouris, S S; Lorains, F K",10.1016/j.addbeh.2016.02.012,bvs
207,Can Emotional and Behavioral Dysregulation in Youth Be Decoded from Functional Neuroimaging?,"Portugal, Liana C L; Rosa, Maria João; Rao, Anil; Bebko, Genna; Bertocci, Michele A; Hinze, Amanda K; Bonar, Lisa; Almeida, Jorge R C; Perlman, Susan B; Versace, Amelia; Schirda, Claudiu; Travis, Michael; Gill, Mary Kay; Demeter, Christine; Diwadkar, Vaibhav A; Ciuffetelli, Gary; Rodriguez, Eric; Forbes, Erika E; Sunshine, Jeffrey L; Holland, Scott K; Kowatch, Robert A; Birmaher, Boris; Axelson, David; Horwitz, Sarah M; Arnold, Eugene L; Fristad, Mary A; Youngstrom, Eric A; Findling, Robert L; Pereira, Mirtes; Oliveira, Leticia; Phillips, Mary L; Mourao-Miranda, Janaina",10.1371/journal.pone.0117603,bvs
208,Neural Function Before and After Mindfulness-Based Cognitive Therapy in Anxious Adolescents at Risk for Developing Bipolar Disorder.,"Strawn, Jeffrey R; Cotton, Sian; Luberto, Christina M; Patino, L Rodrigo; Stahl, Lauren A; Weber, Wade A; Eliassen, James C; Sears, Richard; DelBello, Melissa P",10.1089/cap.2015.0054,bvs
209,Applications of time-series analysis to mood fluctuations in bipolar disorder to promote treatment innovation: a case series.,"Holmes, E A; Bonsall, M B; Hales, S A; Mitchell, H; Renner, F; Blackwell, S E; Watson, P; Goodwin, G M; Di Simplicio, M",10.1038/tp.2015.207,bvs
210,A pilot study of a combined group and individual functional remediation program for patients with bipolar I disorder.,"Zyto, Susan; Jabben, Nienke; Schulte, Peter F J; Regeer, Barbara J; Kupka, Ralph W",10.1016/j.jad.2016.01.029,bvs
211,Comparative neurocognitive effects of lithium and anticonvulsants in long-term stable bipolar patients.,"Sabater, Ana; García-Blanco, Ana C; Verdet, Hélade M; Sierra, Pilar; Ribes, Josep; Villar, Irene; Lara, Mª José; Arnal, Pilar; Rojo, Luis; Livianos, Lorenzo",10.1016/j.jad.2015.10.008,bvs
212,Functional remediation in bipolar disorder: 1-year follow-up of neurocognitive and functional outcome.,"Bonnin, C M; Torrent, C; Arango, C; Amann, B L; Solé, B; González-Pinto, A; Crespo, J M; Tabarés-Seisdedos, R; Reinares, M; Ayuso-Mateos, J L; García-Portilla, M P; Ibañez, Á; Salamero, M; Vieta, E; Martinez-Aran, A",10.1192/bjp.bp.114.162123,bvs
213,Mental imagery and bipolar disorders: Introducing scope for psychological treatment development?,"Ng, Roger M K; Di Simplicio, Martina; Holmes, Emily A",10.1177/0020764015615905,bvs
214,Electroconvulsive therapy and cognitive functions in treatment-resistant depression.,"Bodnar, Anna; Krzywotulski, Milosz; Lewandowska, Anna; Chlopocka-Wozniak, Maria; Bartkowska-Sniatkowska, Alicja; Michalak, Michal; Rybakowski, Janusz K",10.3109/15622975.2015.1091501,bvs
215,Reliability and validity of the DBT-VLCS: A measure to code validation strategies in dialectical behavior therapy sessions.,"Carson-Wong, Amanda; Rizvi, Shireen",10.1080/10503307.2014.966347,bvs
216,Mindfulness-based cognitive therapy for youth with anxiety disorders at risk for bipolar disorder: a pilot trial.,"Cotton, Sian; Luberto, Christina M; Sears, Richard W; Strawn, Jeffrey R; Stahl, Lauren; Wasson, Rachel S; Blom, Thomas J; Delbello, Melissa P",10.1111/eip.12216,bvs
217,Appraisals to affect: Testing the integrative cognitive model of bipolar disorder.,"Palmier-Claus, Jasper E; Dodd, Alyson; Tai, Sara; Emsley, Richard; Mansell, Warren",10.1111/bjc.12081,bvs
218,Properties of the Dialectical Behavior Therapy Ways of Coping Checklist in a Diagnostically Diverse Partial Hospital Sample.,"Stein, Aliza T; Hearon, Bridget A; Beard, Courtney; Hsu, Kean J; Björgvinsson, Thröstur",10.1002/jclp.22226,bvs
219,Retrospective comparison of effectiveness of right unilateral ultra-brief pulse with brief pulse ECT in older adults (over 65) with depression.,"Ramalingam, Jothi; Elias, Alby; George, Kuruvilla; Thangapandian, Sathish; Bhat, Ravi",10.1017/S1041610215001325,bvs
220,Neurological and cerebellar soft signs do not discriminate schizophrenia from bipolar disorder patients.,"Chrobak, Adrian Andrzej; Siwek, Grzegorz Przemyslaw; Siuda-Krzywicka, Katarzyna; Arciszewska, Aleksandra; Starowicz-Filip, Anna; Siwek, Marcin; Dudek, Dominika",10.1016/j.pnpbp.2015.07.009,bvs
221,Interventions to Address Medical Conditions and Health-Risk Behaviors Among Persons With Serious Mental Illness: A Comprehensive Review.,"McGinty, Emma E; Baller, Julia; Azrin, Susan T; Juliano-Bult, Denise; Daumit, Gail L",10.1093/schbul/sbv101,bvs
222,Potential neuroprotective effect of lithium in bipolar patients evaluated by neuropsychological assessment: preliminary results.,"Bersani, Giuseppe; Quartini, Adele; Zullo, Daiana; Iannitelli, Angela",10.1002/hup.2510,bvs
223,A pragmatic approach to the diagnosis and treatment of mixed features in adults with mood disorders.,"McIntyre, Roger S; Lee, Yena; Mansur, Rodrigo B",10.1017/S109285291600078X,bvs
224,"Tratamento Cognitivo-Comportamental sinérgico de dependência química, bulimia nervosa e transtorno bipolar/ Synergistic Cognitive Behavioural Treatment of chemical dependency, bulimia nervosa and bipolar disorder","Lucena-Santos, Paola; Araujo, Renata Brasil",,bvs
225,A systematic review of cognitive rehabilitation for bipolar disorder/ Revisão sistemática sobre reabilitação cognitiva para o transtorno bipolar,"Kluwe-Schiavon, Bruno; Viola, Thiago Wendt; Levandowski, Mateus Luz; Bortolotto, Vanessa Rezende; Souza, Leo Schuch Azevedo e; Tractenberg, Saulo Gantes; Soares, Tárcio",10.1590/2237-6089-2015-0006,bvs
226,"Tratamento cognitivo-comportamental sinérgico de dependência química, bulimia nervosa e transtorno bipolar/ Synergistic cognitive behavioural treatment of chemical dependency, bulimia nervosa and bipolar disorder","Lucena-Santos, Paola; Araujo, Renata Brasil",,bvs
227,[Validation of the Cognitive Impairment in Psychiatry (SCIP-S) Screen Scale in Patients with Bipolar Disorder I]./ Validación de la escala para cribar alteración cognitiva en psiquiatría (SCIP-S) en pacientes con trastorno bipolar.,"Castaño Ramírez, Oscar Mauricio; Martínez Ramírez, Yeferson André; Marulanda Mejía, Felipe; Díaz Cabezas, Ricardo; Valderrama Sánchez, Lenis Alexandra; Varela Cifuentes, Vilma; Aguirre Acevedo, Daniel Camilo",10.1016/j.rcp.2014.08.002,bvs
228,"Subcomponents of brain T2* relaxation in schizophrenia, bipolar disorder and siblings: A Gradient Echo Plural Contrast Imaging (GEPCI) study.","Mamah, Daniel; Wen, Jie; Luo, Jie; Ulrich, Xialing; Barch, Deanna M; Yablonskiy, Dmitriy",10.1016/j.schres.2015.10.004,bvs
229,Evaluating discussion board engagement in the MoodSwings online self-help program for bipolar disorder: protocol for an observational prospective cohort study.,"Gliddon, Emma; Lauder, Sue; Berk, Lesley; Cosgrove, Victoria; Grimm, David; Dodd, Seetal; Suppes, Trisha; Berk, Michael",10.1186/s12888-015-0630-7,bvs
230,Serum level of venlafaxine is associated with better memory in psychotic disorders.,"Steen, Nils Eiel; Aas, Monica; Simonsen, Carmen; Dieset, Ingrid; Tesli, Martin; Nerhus, Mari; Gardsjord, Erlend; Mørch, Ragni; Agartz, Ingrid; Melle, Ingrid; Vaskinn, Anja; Spigset, Olav; Andreassen, Ole A",10.1016/j.schres.2015.10.021,bvs
231,Getting to wellness: The potential of the athletic model of marginal gains for the treatment of bipolar disorder.,"Nierenberg, Andrew A; Hearing, Casey M; Sande Mathias, Isadora; Young, L Trevor; Sylvia, Louisa G",10.1177/0004867415607364,bvs
232,"Frontotemporal dementia mimicking bipolar affective disorder, normal pressure hydrocephalus and Klüver-Bucy syndrome.","Gama Marques, João; Saraiva, Sérgio; Brissos, Sofia",10.1016/j.ajp.2015.09.010,bvs
233,Intact interference and inhibitory functions in participants with bipolar disorder and their first-degree relatives.,"Vierck, Esther",10.1080/13803395.2015.1081157,bvs
234,Clinical Approach to the Differential Diagnosis Between Behavioral Variant Frontotemporal Dementia and Primary Psychiatric Disorders.,"Ducharme, Simon; Price, Bruce H; Larvie, Mykol; Dougherty, Darin D; Dickerson, Bradford C",10.1176/appi.ajp.2015.14101248,bvs
235,"Psychosocial Treatment of Bipolar Disorder: Clinician Knowledge, Common Approaches, and Barriers to Effective Treatment.","Stein, Bradley D; Celedonia, Karen L; Swartz, Holly A; Burns, Rachel M; Sorbero, Mark J; Brindley, Rayni A; Frank, Ellen",10.1176/appi.ps.201400004,bvs
236,Intervenciones psicosociales en el tratamiento de los jóvenes diagnosticados o con alto riesgo para el trastorno bipolar pediátrico: una revisión de la literatura/ Psychosocial interventions in the treatment of youth diagnosed or at high-risk for pediatric bipolar disorder: a review of the literature,"Frías, Álvaro; Palma, Càrol; Farriols, Nuria",10.1016/j.rpsm.2014.11.002,bvs
237,The serotonin transporter in psychiatric disorders: insights from PET imaging.,"Spies, Marie; Knudsen, Gitte M; Lanzenberger, Rupert; Kasper, Siegfried",10.1016/S2215-0366(15)00232-1,bvs
238,Psychological and psychosocial interventions for cannabis cessation in adults: a systematic review short report.,"Cooper, Katy; Chatters, Robin; Kaltenthaler, Eva; Wong, Ruth",10.3310/hta19560,bvs
239,Baseline cognitive function does not predict the treatment outcome of electroconvulsive therapy (ECT) in late-life depression.,"Bjølseth, Tor Magne; Engedal, Knut; Benth, Jurate Saltyte; Dybedal, Gro Strømnes; Gaarden, Torfinn Lødøen; Tanum, Lars",10.1016/j.jad.2015.06.021,bvs
240,[Non-Pharmacological Interventions for the Prevention of Weight Gain in Schizophrenic Patients Treated with Antipsychotic Medication]./ Nichtpharmakologische Interventionen zur Prävention von Gewichtszunahme bei schizophrenen Patienten unter antipsychotischer Medikation.,"Fink, Astrid; Cieslak, Sandra; Rosenbach, Frank",10.1055/s-0035-1552670,bvs
241,Multimodal responses induced by cortical stimulation of the parietal lobe: a stereo-electroencephalography study.,"Balestrini, Simona; Francione, Stefano; Mai, Roberto; Castana, Laura; Casaceli, Giuseppe; Marino, Daniela; Provinciali, Leandro; Cardinale, Francesco; Tassi, Laura",10.1093/brain/awv187,bvs
242,Effects of Short-Term Cognitive Remediation on Cognitive Dysfunction in Partially or Fully Remitted Individuals with Bipolar Disorder: Results of a Randomised Controlled Trial.,"Demant, Kirsa M; Vinberg, Maj; Kessing, Lars V; Miskowiak, Kamilla W",10.1371/journal.pone.0127955,bvs
243,Pharmacological treatment and staging in bipolar disorder: evidence from clinical practice,"Goi, Pedro D.; Bücker, Joana; Vianna-Sulzbach, Mireia; Rosa, Adriane R.; Grande, Iria; Chendo, Ines; Sodré, Leonardo A.; Kauer-Sant'Anna, Marcia; Silveira, Leonardo; Kunz, Mauricio; Ceresér, Keila M.; Gama, Clarissa S.; Massuda, Raffael",10.1590/1516-4446-2014-1554,bvs
244,Effects of ECT in treatment of depression: study protocol for a prospective neuroradiological study of acute and longitudinal effects on brain structure and function.,"Oltedal, Leif; Kessler, Ute; Ersland, Lars; Grüner, Renate; Andreassen, Ole A; Haavik, Jan; Hoff, Per Ivar; Hammar, Åsa; Dale, Anders M; Hugdahl, Kenneth; Oedegaard, Ketil J",10.1186/s12888-015-0477-y,bvs
245,Pharmacological treatment and staging in bipolar disorder: evidence from clinical practice.,"Goi, Pedro D; Bücker, Joana; Vianna-Sulzbach, Mireia; Rosa, Adriane R; Grande, Iria; Chendo, Ines; Sodré, Leonardo A; Kauer-Sant'Anna, Marcia; Silveira, Leonardo; Kunz, Mauricio; Ceresér, Keila M; Gama, Clarissa S; Massuda, Raffael",,bvs
246,Intervening early in children with bipolar disorder: is there a pot at the end of the Rainbow?,"Miklowitz, David J",10.1136/eb-2015-102073,bvs
247,CSF neuroinflammatory biomarkers in bipolar disorder are associated with cognitive impairment.,"Rolstad, Sindre; Jakobsson, Joel; Sellgren, Carl; Isgren, Anniella; Ekman, Carl Johan; Bjerke, Maria; Blennow, Kaj; Zetterberg, Henrik; Pålsson, Erik; Landén, Mikael",10.1016/j.euroneuro.2015.04.023,bvs
248,The empirical status of psychodynamic psychotherapy - an update: Bambi's alive and kicking.,"Leichsenring, Falk; Leweke, Frank; Klein, Susanne; Steinert, Christiane",10.1159/000376584,bvs
249,Manic illness associated with right temporo-thalamic arteriovenous malformation: A rare presentation.,"Mohapatra, Satyakam; Deo, Sardar J K; Rath, Neelmadhav",10.1177/0004867415580155,bvs
250,Lithium might be associated with better decision-making performance in euthymic bipolar patients.,"Adida, Marc; Jollant, Fabrice; Clark, Luke; Guillaume, Sebastien; Goodwin, Guy M; Azorin, Jean-Michel; Courtet, Philippe",10.1016/j.euroneuro.2015.03.003,bvs
251,Reward Processing in Unipolar and Bipolar Depression: A Functional MRI Study.,"Redlich, Ronny; Dohm, Katharina; Grotegerd, Dominik; Opel, Nils; Zwitserlood, Pienie; Heindel, Walter; Arolt, Volker; Kugel, Harald; Dannlowski, Udo",10.1038/npp.2015.110,bvs
252,A meta-review of lifestyle interventions for cardiovascular risk factors in the general medical population: lessons for individuals with serious mental illness.,"Ward, Martha C; White, DeJuan T; Druss, Benjamin G",10.4088/JCP.13r08657,bvs
253,Gamma activity model for treatment-resistant bipolar psychotic mania.,"Kumar, Shashi Ranjan; Sinha, Vinod Kumar; Tikka, Sai Krishna; Goyal, Nishant",10.4103/0253-7613.153434,bvs
254,"The bipolar depression electrical treatment trial (BETTER): design, rationale, and objectives of a randomized, sham-controlled trial and data from the pilot study phase.","Pereira Junior, Bernardo de Sampaio; Tortella, Gabriel; Lafer, Beny; Nunes, Paula; Benseñor, Isabela Martins; Lotufo, Paulo Andrade; Machado-Vieira, Rodrigo; Brunoni, André R",10.1155/2015/684025,bvs
255,Predictors of Seizure Threshold in Right Unilateral Ultrabrief Electroconvulsive Therapy: Role of Concomitant Medications and Anaesthesia Used.,"Gálvez, Verònica; Hadzi-Pavlovic, Dusan; Smith, Deidre; Loo, Colleen K",10.1016/j.brs.2014.12.012,bvs
256,Changes in neurocognitive functioning during transition to manifest disease: comparison of individuals at risk for schizophrenic and bipolar affective psychoses.,"Metzler, S; Dvorsky, D; Wyss, C; Müller, M; Gerstenberg, M; Traber-Walker, N; Walitza, S; Theodoridou, A; Rössler, W; Heekeren, K",10.1017/S0033291715000057,bvs
257,A web-based preventive intervention program for bipolar disorder: outcome of a 12-months randomized controlled trial.,"Barnes, Caryl W; Hadzi-Pavlovic, Dusan; Wilhelm, Kay; Mitchell, Philip B",10.1016/j.jad.2014.11.038,bvs
258,"Treating insomnia improves mood state, sleep, and functioning in bipolar disorder: a pilot randomized controlled trial.","Harvey, Allison G; Soehner, Adriane M; Kaplan, Kate A; Hein, Kerrie; Lee, Jason; Kanady, Jennifer; Li, Descartes; Rabe-Hesketh, Sophia; Ketter, Terence A; Neylan, Thomas C; Buysse, Daniel J",10.1037/a0038655,bvs
259,Trajectories of medication attitudes and adherence behavior change in non-adherent bipolar patients.,"Levin, Jennifer B; Tatsuoka, Curtis; Cassidy, Kristin A; Aebi, Michelle E; Sajatovic, Martha",10.1016/j.comppsych.2014.11.023,bvs
260,"Here/In this issue and there/abstract thinking: trials in child psychiatry: and now  be more pragmatic, please!","Cortese, Samuele",10.1016/j.jaac.2014.11.010,bvs
261,Treatment moderators of child- and family-focused cognitive-behavioral therapy for pediatric bipolar disorder.,"Weinstein, Sally M; Henry, David B; Katz, Andrea C; Peters, Amy T; West, Amy E",10.1016/j.jaac.2014.11.007,bvs
262,Use of antipsychotic medications in pediatric and young adult populations: future research needs.,"Christian, Robert B; Gaynes, Bradley N; Saavedra, Lissette M; Sheitman, Brian; Wines, Roberta; Jonas, Daniel E; Viswanathan, Meera; Ellis, Alan R; Woodell, Carol; Carey, Timothy S",10.1097/01.pra.0000460619.10429.4c,bvs
263,Hemifacial Erythema in Right Unilateral Electroconvulsive Therapy.,"Kellner, Charles H; Pham, Tony V; Aloysi, Amy S; Majeske, Matthew F; Bryson, Ethan O",10.1097/YCT.0000000000000215,bvs
264,"Clinical efficacy of formula-based bifrontal versus right unilateral electroconvulsive therapy (ECT) in the treatment of major depression among elderly patients: a pragmatic, randomized, assessor-blinded, controlled trial.","Bjølseth, Tor Magne; Engedal, Knut; Benth, Jurate Saltyte; Dybedal, Gro Strømnes; Gaarden, Torfinn Lødøen; Tanum, Lars",10.1016/j.jad.2014.12.054,bvs
265,The effects of the atypical antipsychotic asenapine in a strain-specific battery of tests for mania-like behaviors.,"Ene, Hila M; Kara, Nirit Z; Einat, Haim",10.1097/FBP.0000000000000128,bvs
266,Psychosocial interventions in the treatment of youth diagnosed or at high-risk for pediatric bipolar disorder: A review of the literature.,"Frías, Álvaro; Palma, Cárol; Farriols, Núria",10.1016/j.rpsm.2014.11.002,bvs
267,Validación de la escala para cribar alteración cognitiva en psiquiatría (SCIP-S) en pacientes con trastorno bipolar/ Validation of the Cognitive Impairment in Psychiatry (SCIP-S) Screen Scale in Patients with Bipolar Disorder I,"Castaño Ramírez, Oscar Mauricio; Martínez Ramírez, Yeferson André; Marulanda Mejía, Felipe; Díaz Cabezas, Ricardo; Valderrama Sánchez, Lenis Alexandra; Varela Cifuentes, Vilma; Aguirre Acevedo, Daniel Camilo",10.1016/j.rcp.2014.08.002,bvs
268,A randomized head to head trial of MoodSwings.net.au: an Internet based self-help program for bipolar disorder.,"Lauder, Sue; Chester, Andrea; Castle, David; Dodd, Seetal; Gliddon, Emma; Berk, Lesley; Chamberlain, James; Klein, Britt; Gilbert, Monica; Austin, David W; Berk, Michael",10.1016/j.jad.2014.08.008,bvs
